,customer,project,total_hours,discount%,weekday,hour,num_projects,Frontend%,Backend%,UI/UX%,DevOps%,Maintenance%,Testing%,Consulting%,Security%,class,labels
6732,6732,6732,47.0,28.03,1,21,6,9.7,16.5,14.1,10.1,9.6,10.5,14.9,14.5,maintenance_specialists,4
6733,6733,6733,35.0,6.7,5,16,2,5.7,34.9,15.6,6.4,5.7,0.0,8.8,22.9,full_stack_enterprise,2
6734,6734,6734,54.0,10.04,7,15,2,25.3,24.5,6.1,11.7,5.4,9.5,13.7,3.9,technical_diversified,5
6735,6735,6735,53.0,9.27,7,12,7,14.6,24.9,13.7,13.6,17.0,0.0,7.3,8.9,maintenance_specialists,4
6736,6736,6736,57.0,17.48,2,19,6,26.4,29.5,15.6,13.2,1.7,0.5,11.3,1.8,backend_infrastructure,9
6737,6737,6737,50.0,15.45,1,10,6,20.5,11.4,13.7,15.5,4.5,13.5,14.7,6.3,devops_specialists,8
6738,6738,6738,89.0,16.6,2,20,5,18.0,28.9,9.2,8.9,18.7,10.2,0.0,6.1,full_service_partners,3
6739,6739,6739,30.0,7.96,2,11,4,25.3,25.0,17.6,4.0,7.0,13.5,1.7,5.9,frontend_specialists,0
6740,6740,6740,19.0,26.88,1,10,2,17.2,18.8,0.0,17.9,9.5,9.4,13.2,13.9,innovation_focused,6
6741,6741,6741,39.0,11.37,3,12,7,21.5,19.7,2.1,3.2,14.7,9.1,12.8,16.9,full_stack_enterprise,2
6742,6742,6742,21.0,24.5,7,15,5,16.1,20.4,8.4,0.0,21.6,3.6,27.4,2.5,maintenance_specialists,4
6743,6743,6743,23.0,40.0,7,10,1,28.8,21.9,13.1,9.4,8.6,0.0,15.7,2.4,innovation_focused,6
6744,6744,6744,30.0,8.01,3,18,5,22.2,15.1,9.3,19.3,11.7,0.0,10.2,12.1,devops_specialists,8
6745,6745,6745,31.0,17.74,4,11,5,18.8,26.3,7.1,0.0,18.2,16.4,0.0,13.2,full_service_partners,3
6746,6746,6746,31.0,13.95,7,16,2,9.9,13.9,10.4,8.3,21.2,0.0,23.7,12.4,technical_diversified,5
6747,6747,6747,53.0,31.25,5,11,1,13.9,24.4,18.6,13.3,10.3,12.5,5.8,1.2,frontend_specialists,0
6748,6748,6748,37.0,12.75,1,12,6,22.5,21.3,7.5,13.0,9.6,11.9,14.4,0.0,maintenance_specialists,4
6749,6749,6749,42.0,16.99,2,11,3,31.2,16.8,10.2,8.0,10.5,8.5,10.7,4.1,backend_infrastructure,9
6750,6750,6750,58.0,16.81,3,19,6,21.7,20.0,12.9,8.3,8.2,9.7,15.2,4.0,maintenance_specialists,4
6751,6751,6751,34.0,14.2,7,19,1,14.0,10.8,17.9,14.9,15.0,14.1,4.3,8.9,innovation_focused,6
6752,6752,6752,41.0,21.04,5,13,6,19.0,10.8,6.7,12.3,13.5,10.2,15.9,11.6,maintenance_specialists,4
6753,6753,6753,50.0,15.75,6,13,7,13.3,21.8,13.2,12.7,8.4,11.7,9.5,9.3,maintenance_specialists,4
6756,6756,6756,50.0,10.16,7,14,1,16.2,37.7,4.8,12.5,0.0,12.1,7.8,8.9,backend_focused,1
6757,6757,6757,52.0,12.85,1,20,6,15.6,25.6,16.0,0.0,13.4,3.5,14.9,11.0,maintenance_specialists,4
6758,6758,6758,76.0,19.44,1,10,6,15.4,13.3,9.9,14.1,20.0,10.5,11.0,5.8,maintenance_specialists,4
6759,6759,6759,47.0,19.41,3,15,4,9.7,23.5,15.3,18.6,15.1,1.8,7.8,8.2,devops_specialists,8
6760,6760,6760,57.0,24.96,4,10,3,19.7,14.5,2.9,25.1,3.5,15.6,11.3,7.4,devops_specialists,8
6761,6761,6761,42.0,29.87,4,20,1,13.5,23.3,8.1,20.0,13.9,7.4,6.0,7.8,devops_specialists,8
6762,6762,6762,49.0,10.83,4,21,2,13.9,15.2,8.9,0.0,6.2,15.5,17.6,22.7,full_stack_enterprise,2
6763,6763,6763,70.0,16.08,7,10,7,14.6,16.6,6.2,8.0,19.0,13.3,11.1,11.2,maintenance_specialists,4
6765,6765,6765,51.0,6.14,7,9,6,13.4,19.4,5.1,8.0,12.9,12.7,16.9,11.7,maintenance_specialists,4
6766,6766,6766,77.0,19.52,5,13,3,23.9,23.3,11.3,4.9,6.0,10.8,10.9,8.9,backend_infrastructure,9
6767,6767,6767,49.0,21.22,5,15,3,23.0,24.4,8.6,0.0,15.8,11.8,7.1,9.3,full_service_partners,3
6768,6768,6768,70.0,6.38,3,21,2,21.8,13.8,17.2,4.2,11.9,8.8,11.0,11.5,frontend_specialists,0
6769,6769,6769,36.0,12.0,1,21,4,32.7,12.1,10.7,13.1,12.1,0.1,16.3,2.9,devops_specialists,8
6770,6770,6770,45.0,11.22,1,17,4,13.0,26.8,12.9,0.0,2.9,10.1,21.2,13.0,technical_diversified,5
6771,6771,6771,46.0,2.93,2,18,5,12.0,38.2,6.5,4.8,6.2,1.5,23.5,7.3,maintenance_specialists,4
6773,6773,6773,27.0,5.84,2,16,5,17.6,20.8,10.4,0.5,8.6,2.1,15.2,24.8,full_stack_enterprise,2
6774,6774,6774,29.0,16.27,5,11,1,24.9,13.4,16.5,18.9,0.0,0.0,17.5,8.9,technical_diversified,5
6775,6775,6775,57.0,17.15,4,11,1,23.8,12.4,11.8,5.1,21.9,13.9,3.4,7.8,full_service_partners,3
6776,6776,6776,58.0,18.14,3,8,1,14.7,17.5,9.4,16.2,5.2,18.0,9.4,9.7,backend_focused,1
6777,6777,6777,50.0,18.53,4,16,2,18.7,16.7,15.0,15.5,11.6,12.6,10.0,0.0,frontend_specialists,0
6778,6778,6778,57.0,27.25,1,9,4,28.1,26.7,9.8,10.5,7.2,4.7,11.5,1.4,backend_infrastructure,9
6779,6779,6779,43.0,8.53,2,11,2,16.3,6.2,5.2,13.4,19.1,14.5,6.8,18.5,full_service_partners,3
6780,6780,6780,63.0,8.93,4,19,2,13.6,19.4,21.2,14.5,11.9,5.9,2.1,11.4,frontend_specialists,0
6781,6781,6781,45.0,20.24,1,14,7,26.1,17.4,18.2,9.5,14.3,4.7,9.9,0.0,frontend_specialists,0
6782,6782,6782,46.0,13.94,2,21,3,10.3,27.6,16.8,19.4,8.5,8.3,5.1,3.9,backend_focused,1
6783,6783,6783,41.0,24.0,7,20,6,21.3,11.7,13.6,12.4,11.0,13.9,15.9,0.2,maintenance_specialists,4
6784,6784,6784,55.0,19.49,7,15,5,17.9,21.8,8.6,19.7,8.3,13.4,0.0,10.2,devops_specialists,8
6785,6785,6785,39.0,30.34,7,19,5,22.7,22.9,10.8,10.4,3.2,9.8,10.4,9.9,backend_infrastructure,9
6786,6786,6786,60.0,14.27,7,17,6,18.8,34.6,10.8,8.6,1.6,3.4,7.3,14.8,backend_infrastructure,9
6787,6787,6787,28.0,3.14,4,9,4,22.9,31.8,7.1,0.0,10.5,0.8,7.3,19.6,backend_infrastructure,9
6788,6788,6788,29.0,17.73,4,13,4,12.7,23.9,0.1,11.0,10.6,7.5,11.1,23.1,full_stack_enterprise,2
6789,6789,6789,55.0,14.43,4,8,6,21.6,26.6,17.7,1.7,0.0,0.0,21.1,11.2,maintenance_specialists,4
6790,6790,6790,44.0,19.28,6,17,3,21.0,14.2,15.9,11.1,10.9,1.8,3.1,22.0,full_stack_enterprise,2
6791,6791,6791,38.0,20.3,6,14,3,13.4,25.5,8.9,14.5,5.9,10.7,9.9,11.2,backend_focused,1
6792,6792,6792,58.0,10.72,2,9,2,8.9,12.9,15.1,15.6,15.2,16.6,9.0,6.6,backend_focused,1
6793,6793,6793,36.0,6.93,5,13,3,27.9,15.1,12.5,4.0,14.3,9.1,8.0,9.2,full_service_partners,3
6794,6794,6794,42.0,13.83,2,20,7,23.1,25.1,1.5,16.0,8.3,9.2,9.0,7.6,backend_infrastructure,9
6795,6795,6795,66.0,0.0,3,17,5,20.9,9.2,13.5,16.5,4.1,13.3,14.4,8.2,devops_specialists,8
6796,6796,6796,68.0,15.65,6,10,6,27.3,18.5,6.0,12.9,20.8,8.2,0.0,6.4,full_service_partners,3
6797,6797,6797,69.0,11.74,2,18,1,21.7,20.0,3.0,14.8,14.0,0.0,13.1,13.4,technical_diversified,5
6798,6798,6798,41.0,21.89,4,16,1,18.3,23.8,5.2,14.7,3.0,8.2,3.8,23.1,full_stack_enterprise,2
6799,6799,6799,63.0,0.0,1,11,2,13.9,22.6,14.8,4.3,17.5,9.5,16.6,0.8,technical_diversified,5
6800,6800,6800,31.0,15.05,1,19,2,19.6,23.0,18.4,5.8,14.6,8.9,2.2,7.4,frontend_specialists,0
6801,6801,6801,31.0,27.61,4,20,5,24.2,8.6,6.8,20.6,6.2,15.5,12.2,5.9,devops_specialists,8
6803,6803,6803,70.0,22.85,5,21,5,29.5,19.0,15.4,12.8,3.8,18.7,0.8,0.0,security_focused,7
6804,6804,6804,32.0,17.72,2,9,4,20.2,25.0,8.9,21.4,0.0,3.2,1.7,19.6,devops_specialists,8
6805,6805,6805,43.0,1.71,2,15,6,21.6,26.6,13.0,17.8,3.8,5.6,8.6,3.0,devops_specialists,8
6806,6806,6806,31.0,16.33,7,21,1,13.7,19.6,0.0,6.9,11.6,11.9,14.3,22.0,full_stack_enterprise,2
6807,6807,6807,55.0,18.27,7,9,6,26.2,25.1,6.8,8.8,15.4,0.7,11.8,5.3,backend_infrastructure,9
6808,6808,6808,39.0,6.37,1,17,5,23.2,18.2,6.6,8.1,9.8,14.5,16.0,3.5,technical_diversified,5
6809,6809,6809,25.0,13.99,4,9,3,20.7,16.9,11.6,9.6,13.3,15.2,6.6,6.0,innovation_focused,6
6810,6810,6810,52.0,0.0,4,18,7,26.6,22.4,16.8,10.5,14.8,2.1,0.0,6.7,frontend_specialists,0
6811,6811,6811,23.0,12.33,2,14,5,22.9,9.0,22.5,9.8,14.6,1.5,10.3,9.3,innovation_focused,6
6812,6812,6812,32.0,11.51,3,20,1,18.4,28.9,5.7,10.6,10.5,8.3,7.6,9.9,backend_focused,1
6814,6814,6814,24.0,10.17,2,8,6,11.6,24.9,12.7,7.1,11.4,5.6,11.8,14.8,innovation_focused,6
6815,6815,6815,48.0,12.87,6,13,3,21.2,28.3,0.0,9.6,11.3,21.3,3.6,4.7,backend_focused,1
6817,6817,6817,23.0,10.28,5,17,5,22.1,17.7,5.2,7.2,11.1,11.8,7.5,17.4,innovation_focused,6
6818,6818,6818,45.0,20.76,7,15,1,13.8,28.3,0.0,9.5,11.0,8.5,23.6,5.4,technical_diversified,5
6819,6819,6819,37.0,0.0,6,17,5,21.8,16.3,7.9,9.1,6.9,15.8,14.2,7.8,security_focused,7
6820,6820,6820,75.0,24.09,2,15,2,14.6,19.5,14.5,9.8,2.3,5.7,20.5,13.3,technical_diversified,5
6821,6821,6821,73.0,14.9,2,14,5,17.1,26.8,4.0,6.8,13.1,3.6,8.7,20.0,full_stack_enterprise,2
6822,6822,6822,32.0,25.41,3,11,1,12.5,20.5,16.9,20.6,10.4,3.9,5.2,10.1,devops_specialists,8
6823,6823,6823,53.0,0.0,1,13,3,13.8,9.5,6.8,7.7,14.5,9.0,20.6,18.1,technical_diversified,5
6824,6824,6824,56.0,0.0,1,16,2,13.5,17.5,27.3,0.0,3.8,11.5,14.9,11.5,frontend_specialists,0
6825,6825,6825,36.0,12.66,2,11,3,25.1,16.2,9.5,0.0,19.6,9.6,14.0,5.9,full_service_partners,3
6826,6826,6826,23.0,19.05,4,15,3,17.9,21.2,18.2,3.2,12.1,4.0,8.8,14.6,innovation_focused,6
6827,6827,6827,45.0,10.56,2,15,4,16.0,28.1,11.7,0.0,5.7,20.7,8.8,9.1,backend_focused,1
6828,6828,6828,42.0,19.67,5,13,3,14.8,18.9,8.7,15.7,12.2,13.2,0.0,16.5,full_stack_enterprise,2
6829,6829,6829,38.0,22.85,3,14,7,25.0,21.9,5.9,15.0,11.4,12.3,8.5,0.0,devops_specialists,8
6830,6830,6830,52.0,20.33,2,8,7,18.2,23.5,5.8,12.8,10.4,17.1,7.9,4.3,security_focused,7
6831,6831,6831,34.0,15.83,7,19,7,21.5,11.1,5.8,11.0,5.4,16.0,18.3,11.0,security_focused,7
6832,6832,6832,28.0,15.76,1,9,5,20.3,20.3,5.1,7.7,16.0,3.4,13.1,14.0,innovation_focused,6
6833,6833,6833,47.0,10.08,2,17,7,23.5,10.7,14.8,10.4,8.8,11.3,11.8,8.7,security_focused,7
6834,6834,6834,51.0,14.56,6,17,7,23.8,1.9,16.8,5.7,9.6,18.2,7.8,16.2,security_focused,7
6835,6835,6835,27.0,6.81,3,12,7,15.8,24.7,0.0,7.0,10.5,13.4,9.6,18.9,innovation_focused,6
6836,6836,6836,59.0,8.72,7,11,1,38.3,26.1,10.2,4.9,7.4,11.7,1.5,0.0,backend_infrastructure,9
6837,6837,6837,18.0,19.11,3,12,1,26.4,15.1,18.5,5.7,5.5,16.6,1.8,10.4,innovation_focused,6
6838,6838,6838,36.0,11.3,4,12,5,13.7,24.8,13.5,10.7,7.8,18.9,0.0,10.6,backend_focused,1
6839,6839,6839,41.0,9.1,4,19,3,17.6,3.3,7.4,2.1,0.0,15.5,22.0,32.1,full_stack_enterprise,2
6840,6840,6840,35.0,18.59,4,17,4,5.3,27.3,7.3,13.3,18.3,4.4,18.2,5.9,maintenance_specialists,4
6841,6841,6841,37.0,18.04,2,10,6,11.4,11.6,14.1,8.9,14.0,7.7,15.1,17.3,maintenance_specialists,4
6842,6842,6842,73.0,13.28,1,13,6,15.3,25.4,4.9,12.6,12.5,8.1,13.3,7.9,maintenance_specialists,4
6843,6843,6843,32.0,13.81,5,8,4,29.2,12.5,2.1,13.3,13.6,12.3,11.9,5.0,innovation_focused,6
6844,6844,6844,82.0,18.33,1,11,5,26.0,14.8,9.7,6.0,19.6,12.6,5.9,5.5,full_service_partners,3
6845,6845,6845,52.0,22.75,7,17,6,23.1,13.9,15.2,12.3,0.0,18.6,7.2,9.8,security_focused,7
6846,6846,6846,46.0,16.61,3,20,5,17.3,15.4,8.6,6.1,14.2,11.3,14.7,12.3,maintenance_specialists,4
6847,6847,6847,52.0,5.46,1,17,6,14.1,18.1,8.5,13.7,11.0,10.4,12.6,11.5,maintenance_specialists,4
6848,6848,6848,83.0,13.23,2,21,1,12.1,14.5,7.8,12.8,23.1,0.0,14.4,15.3,full_service_partners,3
6849,6849,6849,30.0,11.74,4,11,6,36.5,20.0,32.0,0.0,0.0,1.6,9.9,0.0,frontend_specialists,0
6850,6850,6850,28.0,6.58,1,19,5,26.4,20.8,3.8,11.2,9.9,0.0,7.3,20.7,full_stack_enterprise,2
6851,6851,6851,34.0,18.98,3,16,2,26.0,10.9,19.4,10.3,6.7,21.5,0.0,5.2,security_focused,7
6852,6852,6852,45.0,19.6,7,8,3,24.5,25.9,15.2,3.4,9.1,1.0,16.2,4.7,frontend_specialists,0
6853,6853,6853,19.0,20.81,3,19,6,19.4,20.5,6.7,17.7,8.4,10.9,11.5,4.8,innovation_focused,6
6854,6854,6854,45.0,7.07,7,21,2,10.2,16.5,10.8,17.6,10.9,9.4,16.1,8.4,technical_diversified,5
6855,6855,6855,70.0,16.26,5,16,5,18.6,27.7,11.6,6.6,0.0,6.6,11.4,17.5,full_stack_enterprise,2
6856,6856,6856,47.0,14.95,1,20,7,19.8,15.3,10.5,12.9,8.3,11.8,11.1,10.3,maintenance_specialists,4
6857,6857,6857,41.0,17.46,2,15,3,32.5,25.8,5.0,20.8,3.8,4.4,0.9,6.8,backend_infrastructure,9
6858,6858,6858,36.0,16.04,3,17,5,9.3,24.4,1.3,24.5,8.4,4.0,22.2,5.9,devops_specialists,8
6859,6859,6859,58.0,14.9,5,18,4,29.4,21.5,2.9,11.3,5.1,9.5,0.0,20.3,full_stack_enterprise,2
6860,6860,6860,33.0,13.94,7,9,6,13.3,9.9,17.4,10.6,9.6,0.0,27.5,11.6,maintenance_specialists,4
6861,6861,6861,73.0,23.85,7,21,7,26.2,21.3,1.4,11.4,8.8,9.2,21.7,0.0,maintenance_specialists,4
6862,6862,6862,74.0,8.11,7,9,1,17.5,13.8,21.1,2.8,21.5,21.6,1.7,0.0,frontend_specialists,0
6863,6863,6863,49.0,13.61,6,11,7,24.9,19.9,6.7,6.4,16.5,12.7,4.6,8.3,full_service_partners,3
6864,6864,6864,45.0,23.65,7,13,5,11.2,19.1,2.7,11.0,11.7,7.9,21.5,15.0,maintenance_specialists,4
6865,6865,6865,60.0,8.51,3,10,2,25.0,27.4,0.9,23.4,0.0,16.2,2.5,4.6,backend_focused,1
6866,6866,6866,61.0,8.92,5,16,1,28.7,18.6,9.5,11.1,10.3,10.4,7.2,4.2,backend_infrastructure,9
6867,6867,6867,33.0,20.87,3,14,4,14.7,16.5,16.5,17.5,0.0,7.0,16.2,11.6,devops_specialists,8
6868,6868,6868,37.0,3.61,2,8,4,20.9,17.0,11.3,12.8,10.2,13.4,9.4,4.9,security_focused,7
6869,6869,6869,25.0,20.29,2,17,7,17.8,9.4,21.2,5.3,19.5,13.3,0.0,13.5,innovation_focused,6
6870,6870,6870,51.0,11.08,3,11,6,21.3,25.1,21.1,2.7,1.8,0.0,10.0,17.8,frontend_specialists,0
6871,6871,6871,55.0,18.28,6,10,7,33.8,23.8,5.6,14.4,8.8,11.2,2.4,0.0,backend_infrastructure,9
6872,6872,6872,25.0,5.23,6,11,6,23.5,34.6,3.2,1.0,12.8,14.7,0.0,10.2,backend_infrastructure,9
6873,6873,6873,38.0,24.48,4,18,4,15.8,11.6,14.4,15.9,14.6,9.1,8.4,10.2,devops_specialists,8
6874,6874,6874,25.0,5.26,2,13,5,22.5,14.1,4.0,10.3,14.9,13.6,10.9,9.8,innovation_focused,6
6875,6875,6875,32.0,20.8,2,10,4,16.4,24.0,4.3,20.2,0.0,12.9,11.3,10.9,backend_focused,1
6876,6876,6876,53.0,5.6,5,16,1,23.4,20.7,15.0,4.5,9.1,17.0,9.2,1.1,frontend_specialists,0
6877,6877,6877,34.0,29.47,7,17,5,8.0,16.2,23.2,15.9,22.2,11.7,2.5,0.4,frontend_specialists,0
6878,6878,6878,40.0,14.43,5,16,5,20.9,22.1,16.5,9.6,1.3,7.3,16.9,5.5,frontend_specialists,0
6879,6879,6879,21.0,30.61,1,11,3,18.9,22.8,8.6,19.6,9.7,1.1,10.1,9.2,innovation_focused,6
6880,6880,6880,48.0,8.45,1,16,1,19.7,22.3,14.2,10.8,3.0,2.9,7.3,19.9,full_stack_enterprise,2
6881,6881,6881,44.0,11.46,2,9,5,20.1,24.6,23.0,16.6,2.6,10.1,3.1,0.0,frontend_specialists,0
6882,6882,6882,34.0,24.69,6,20,1,18.6,22.2,7.5,15.5,13.0,7.0,5.4,10.8,innovation_focused,6
6883,6883,6883,42.0,3.59,2,16,5,13.2,18.8,3.2,17.5,17.4,2.7,11.2,15.9,full_service_partners,3
6884,6884,6884,48.0,9.41,7,11,6,32.8,15.8,6.1,3.2,8.8,15.6,13.3,4.5,security_focused,7
6885,6885,6885,33.0,18.96,3,17,4,15.2,10.9,8.0,12.0,14.6,10.3,11.0,18.1,full_stack_enterprise,2
6886,6886,6886,23.0,6.85,4,11,6,20.1,23.3,5.1,8.1,6.1,7.9,15.9,13.5,innovation_focused,6
6887,6887,6887,72.0,19.17,3,21,3,20.8,9.8,13.2,16.9,18.6,8.7,0.0,12.1,devops_specialists,8
6888,6888,6888,36.0,16.36,6,18,2,15.6,29.4,3.8,7.3,7.5,13.8,11.1,11.4,backend_focused,1
6889,6889,6889,44.0,2.89,6,17,3,16.3,11.5,10.5,7.6,17.1,11.3,14.0,11.6,full_service_partners,3
6890,6890,6890,60.0,22.74,2,10,7,14.5,20.5,7.6,2.5,18.9,9.1,10.1,16.8,maintenance_specialists,4
6891,6891,6891,98.0,4.9,5,9,6,22.7,10.4,12.8,14.5,0.0,8.5,7.9,23.2,full_stack_enterprise,2
6892,6892,6892,26.0,21.17,1,20,7,11.2,28.5,16.5,2.3,11.3,2.9,15.3,12.1,maintenance_specialists,4
6893,6893,6893,52.0,16.03,6,15,3,15.6,21.4,19.9,6.7,12.7,8.9,7.9,6.9,frontend_specialists,0
6894,6894,6894,34.0,11.36,4,12,1,22.5,23.0,8.8,6.7,12.4,5.6,17.6,3.3,technical_diversified,5
6895,6895,6895,37.0,6.16,5,17,1,26.5,22.9,17.6,10.1,0.0,16.4,6.1,0.3,frontend_specialists,0
6896,6896,6896,34.0,17.63,2,18,2,21.0,22.5,15.4,10.0,15.6,15.5,0.0,0.0,frontend_specialists,0
6897,6897,6897,28.0,8.02,4,13,1,22.7,22.5,0.4,15.7,5.3,16.4,13.2,3.9,innovation_focused,6
6898,6898,6898,44.0,24.66,6,10,4,33.2,13.6,12.5,5.7,4.9,9.7,3.2,17.1,full_stack_enterprise,2
6899,6899,6899,23.0,24.96,4,11,7,18.9,22.9,2.5,19.7,15.6,0.0,14.8,5.7,innovation_focused,6
6900,6900,6900,59.0,28.14,1,9,7,11.7,11.7,25.3,3.2,5.8,15.3,17.1,9.9,maintenance_specialists,4
6901,6901,6901,46.0,17.25,4,10,6,10.6,18.7,7.8,23.4,0.0,16.6,14.9,8.0,devops_specialists,8
6902,6902,6902,51.0,11.77,2,17,1,20.0,11.7,0.0,18.6,3.2,16.6,18.8,11.2,technical_diversified,5
6903,6903,6903,38.0,12.62,7,12,7,6.4,33.3,0.5,9.8,13.0,9.9,2.5,24.6,full_stack_enterprise,2
6904,6904,6904,39.0,12.04,7,18,2,31.3,29.4,6.7,1.7,23.7,4.9,2.3,0.0,full_service_partners,3
6905,6905,6905,49.0,16.98,1,18,5,8.7,41.0,0.0,22.3,11.8,0.0,9.2,6.9,backend_focused,1
6906,6906,6906,28.0,18.49,2,20,1,20.0,33.4,12.1,0.0,11.0,0.0,12.2,11.3,backend_infrastructure,9
6907,6907,6907,40.0,24.85,4,21,6,21.8,19.3,17.2,15.2,13.8,7.2,5.5,0.0,frontend_specialists,0
6908,6908,6908,32.0,15.16,6,11,3,22.4,25.4,6.3,6.3,14.1,0.0,17.0,8.6,technical_diversified,5
6909,6909,6909,32.0,3.77,2,17,7,24.3,14.9,9.5,9.6,5.3,3.9,24.2,8.2,maintenance_specialists,4
6911,6911,6911,65.0,27.45,4,9,1,26.2,24.2,6.7,13.9,0.0,3.5,17.2,8.4,technical_diversified,5
6912,6912,6912,35.0,2.55,6,9,4,13.8,24.5,5.1,9.6,12.0,13.4,13.7,7.9,backend_focused,1
6913,6913,6913,62.0,20.91,3,13,7,28.5,9.9,8.9,18.5,0.0,17.3,16.8,0.0,security_focused,7
6914,6914,6914,61.0,11.88,3,16,3,18.3,20.7,12.0,10.9,10.9,16.0,8.6,2.6,backend_focused,1
6915,6915,6915,26.0,7.93,7,20,4,20.6,20.7,4.0,0.0,4.6,27.2,8.5,14.5,security_focused,7
6916,6916,6916,29.0,18.16,5,14,2,19.2,21.3,10.9,13.1,17.2,7.3,11.1,0.0,innovation_focused,6
6917,6917,6917,83.0,27.49,3,15,1,28.1,16.2,20.6,8.2,14.6,8.6,2.5,1.3,frontend_specialists,0
6918,6918,6918,71.0,17.72,3,11,5,28.3,28.7,3.1,16.3,0.0,16.5,0.0,7.1,backend_infrastructure,9
6919,6919,6919,45.0,12.9,1,20,3,18.4,17.7,13.9,8.1,10.7,13.1,6.1,12.1,frontend_specialists,0
6920,6920,6920,49.0,4.63,6,9,5,14.8,17.2,17.7,4.5,2.3,8.7,28.6,6.3,technical_diversified,5
6921,6921,6921,36.0,14.21,6,14,6,27.8,14.3,16.6,0.0,10.5,20.6,7.9,2.2,security_focused,7
6922,6922,6922,51.0,4.34,2,8,3,21.4,19.1,10.7,10.8,9.2,11.7,8.4,8.8,backend_focused,1
6923,6923,6923,34.0,12.52,7,8,4,29.3,25.9,5.5,4.4,7.4,0.0,13.2,14.2,backend_infrastructure,9
6925,6925,6925,25.0,0.0,4,10,3,15.3,20.9,4.6,13.9,0.0,12.0,16.7,16.6,innovation_focused,6
6926,6926,6926,45.0,26.11,7,13,7,13.4,28.8,13.4,6.0,14.5,6.0,7.7,10.1,maintenance_specialists,4
6927,6927,6927,28.0,5.09,6,11,2,23.9,32.9,1.4,7.8,6.0,3.6,15.7,8.6,backend_infrastructure,9
6928,6928,6928,44.0,13.51,3,14,4,17.8,11.5,8.2,14.2,7.8,18.7,5.4,16.3,security_focused,7
6929,6929,6929,29.0,19.27,4,8,6,17.4,28.6,11.6,2.2,0.5,5.4,19.2,15.0,maintenance_specialists,4
6930,6930,6930,33.0,25.47,5,13,5,15.5,13.5,18.8,11.9,12.5,6.2,21.1,0.5,maintenance_specialists,4
6931,6931,6931,58.0,8.66,3,9,4,13.6,28.8,5.5,25.3,8.6,0.2,12.5,5.7,devops_specialists,8
6932,6932,6932,49.0,0.0,1,10,3,16.9,17.3,7.1,6.7,11.5,12.8,18.1,9.5,technical_diversified,5
6933,6933,6933,45.0,23.63,4,19,2,22.4,15.3,6.1,7.4,14.1,12.4,5.8,16.7,full_stack_enterprise,2
6934,6934,6934,58.0,5.0,5,17,2,19.0,14.6,7.8,22.4,26.4,9.7,0.0,0.0,full_service_partners,3
6935,6935,6935,52.0,17.88,1,12,2,32.7,20.5,0.0,6.5,7.4,4.1,13.6,15.2,backend_infrastructure,9
6936,6936,6936,67.0,18.37,6,13,6,31.6,25.8,2.6,0.0,0.0,19.6,13.0,7.5,backend_infrastructure,9
6937,6937,6937,38.0,0.0,6,8,6,17.7,19.0,12.9,4.8,13.2,16.2,6.8,9.4,security_focused,7
6938,6938,6938,39.0,2.08,2,12,7,20.2,24.9,0.5,10.9,15.2,8.1,10.7,9.4,full_service_partners,3
6939,6939,6939,25.0,11.31,5,10,5,19.5,20.2,0.0,11.4,11.7,0.1,9.8,27.3,full_stack_enterprise,2
6940,6940,6940,39.0,0.0,1,16,4,24.4,14.9,14.0,5.7,11.1,6.0,14.7,9.2,technical_diversified,5
6941,6941,6941,59.0,4.3,4,15,1,25.6,34.5,6.1,0.0,8.4,18.4,7.0,0.0,backend_infrastructure,9
6942,6942,6942,64.0,15.98,7,17,5,12.0,15.7,17.1,10.5,14.8,5.6,7.3,16.9,full_stack_enterprise,2
6943,6943,6943,59.0,14.29,7,10,4,30.3,24.7,9.1,8.7,5.2,9.7,8.8,3.6,backend_infrastructure,9
6944,6944,6944,18.0,17.42,1,11,2,14.8,6.0,10.2,14.7,15.7,9.4,18.1,11.0,innovation_focused,6
6945,6945,6945,61.0,18.59,5,21,3,34.4,22.5,0.0,0.0,11.1,16.0,2.4,13.6,backend_infrastructure,9
6947,6947,6947,58.0,4.72,2,11,3,22.5,28.0,6.6,3.7,15.2,8.9,4.0,11.1,full_service_partners,3
6948,6948,6948,39.0,21.09,7,16,3,13.6,24.8,16.1,4.4,17.3,13.8,9.7,0.4,frontend_specialists,0
6949,6949,6949,56.0,27.19,5,11,6,22.5,20.4,8.9,7.9,15.3,3.3,10.1,11.5,maintenance_specialists,4
6950,6950,6950,25.0,7.26,6,21,3,31.4,18.8,10.5,0.0,19.4,13.0,0.0,6.9,full_service_partners,3
6951,6951,6951,63.0,17.07,4,16,1,16.7,28.0,7.5,0.0,25.6,11.8,0.8,9.5,full_service_partners,3
6952,6952,6952,23.0,21.46,2,11,4,22.7,15.3,11.2,0.0,5.2,14.8,13.3,17.5,innovation_focused,6
6953,6953,6953,35.0,16.9,3,20,4,15.0,17.6,19.1,13.9,16.5,0.0,11.3,6.7,frontend_specialists,0
6954,6954,6954,30.0,13.01,6,13,5,19.1,25.2,14.3,21.0,10.7,6.5,3.3,0.0,devops_specialists,8
6955,6955,6955,19.0,9.87,3,12,3,19.4,34.3,10.0,1.2,16.5,1.5,9.0,8.0,innovation_focused,6
6956,6956,6956,46.0,30.88,2,18,5,25.1,23.1,5.4,14.9,2.1,14.8,14.7,0.0,backend_infrastructure,9
